source	target	diseaseName
Epidermal growth factor receptor	Болезни эндокринной системы	Pancreatic Neoplasm
Epidermal growth factor receptor	Болезни эндокринной системы	Adrenocortical carcinoma
Epidermal growth factor receptor	Болезни эндокринной системы	Malignant neoplasm of pancreas
Epidermal growth factor receptor	Болезни эндокринной системы	ovarian neoplasm
Epidermal growth factor receptor	Болезни эндокринной системы	Malignant neoplasm of ovary
Hemoglobin subunit alpha	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Intercellular adhesion molecule 1	Болезни эндокринной системы	Alloxan Diabetes
Intercellular adhesion molecule 1	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Intercellular adhesion molecule 1	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Intercellular adhesion molecule 1	Болезни эндокринной системы	Diabetic Retinopathy
Intercellular adhesion molecule 1	Болезни эндокринной системы	Streptozotocin Diabetes
Interleukin-10	Болезни эндокринной системы	Diabetes Mellitus, Insulin-Dependent
Interleukin-10	Болезни эндокринной системы	Diabetes, Autoimmune
Interleukin-10	Болезни эндокринной системы	Brittle diabetes
Interleukin-10	Болезни эндокринной системы	Gastro-enteropancreatic neuroendocrine tumor
Interleukin-10	Болезни эндокринной системы	Diabetes Mellitus, Ketosis-Prone
Interleukin-10	Болезни эндокринной системы	Diabetes Mellitus, Sudden-Onset
Interleukin-6	Болезни эндокринной системы	Alloxan Diabetes
Interleukin-6	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Interleukin-6	Болезни эндокринной системы	Diabetes Mellitus, Insulin-Dependent
Interleukin-6	Болезни эндокринной системы	Streptozotocin Diabetes
Interleukin-6	Болезни эндокринной системы	Thyroid Neoplasm
Interleukin-6	Болезни эндокринной системы	Thyroid Gland Follicular Adenoma
Interleukin-6	Болезни эндокринной системы	Diabetes, Autoimmune
Interleukin-6	Болезни эндокринной системы	Brittle diabetes
Interleukin-6	Болезни эндокринной системы	Thyroid carcinoma
Interleukin-6	Болезни эндокринной системы	ovarian neoplasm
Interleukin-6	Болезни эндокринной системы	Malignant neoplasm of ovary
Interleukin-6	Болезни эндокринной системы	Diabetes Mellitus, Ketosis-Prone
Interleukin-6	Болезни эндокринной системы	Diabetes Mellitus, Sudden-Onset
Mannose-binding protein C	Болезни эндокринной системы	Gestational Diabetes
Tumor necrosis factor receptor superfamily member 1A	Болезни эндокринной системы	Alloxan Diabetes
Tumor necrosis factor receptor superfamily member 1A	Болезни эндокринной системы	Diabetes Mellitus, Experimental
Tumor necrosis factor receptor superfamily member 1A	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Tumor necrosis factor receptor superfamily member 1A	Болезни эндокринной системы	Streptozotocin Diabetes
Tumor necrosis factor receptor superfamily member 1B	Болезни эндокринной системы	Diabetes Mellitus, Non-Insulin-Dependent
Vascular endothelial growth factor B	Болезни эндокринной системы	Pancreatic Neoplasm
Vascular endothelial growth factor B	Болезни эндокринной системы	Malignant neoplasm of pancreas
Vitamin D-binding protein	Болезни эндокринной системы	Graves Disease
